timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
84.00,61.91,3,e6_0,18.27,0.00,9.29,car,10.48,96.25
84.00,61.91,test,e6_0,92.46,0.00,9.19,ev,75.93,131.18
85.00,61.91,3,e6_0,27.74,0.00,9.47,car,18.83,100.71
86.00,61.91,3,e6_0,37.07,0.00,9.33,car,27.07,105.10
87.00,61.91,3,e6_0,44.44,0.00,7.36,car,33.56,108.57
88.00,61.91,3,e6_0,51.38,0.00,6.95,car,39.69,111.84
89.00,61.91,3,e6_0,59.79,0.00,8.41,car,47.11,115.80
90.00,61.91,3,e6_0,68.33,0.00,8.54,car,54.64,119.82
91.00,61.91,3,e6_0,74.99,0.00,6.66,car,60.52,122.96
92.00,61.91,3,e6_0,82.63,0.00,7.64,car,67.26,126.56
93.00,61.91,3,e6_0,89.35,0.00,6.72,car,73.19,129.72
94.00,,,,,,,,,
